police_force,Local authority,Ofsted region,Provision type,Sector,Places,Organisation which owns the provider
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,2.0,Dove Adolescent Services Limited
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,1.0,Dove Adolescent Services Limited
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,2.0,Dove Adolescent Services Limited
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,4.0,Dove Adolescent Services Limited
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,3.0,KESWICK CARE LTD
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,4.0,KESWICK CARE LTD
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pebbles Care Limited
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,1.0,Prime Adolescence Limited
South Yorkshire,barnsley,"North East, Yorkshire and the Humber",children's home,Private,5.0,The Partnership Of Care Today
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Private,4.0,Blue Mountain Homes Ltd
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Voluntary,5.0,Doncaster Children's Services Trust Limited
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Voluntary,4.0,Doncaster Children's Services Trust Limited
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Voluntary,6.0,Doncaster Children's Services Trust Limited
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Voluntary,10.0,Doncaster Children's Services Trust Limited
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Voluntary,4.0,Doncaster Children's Services Trust Limited
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Private,2.0,Esland North Limited
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Private,2.0,First 4 Care Ltd
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Private,3.0,First 4 Care Ltd
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Private,2.0,First 4 Care Ltd
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Private,2.0,First 4 Care Ltd
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Private,3.0,First 4 Care Ltd
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Private,3.0,Friends Together Care Homes Ltd
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Private,3.0,Future 19 Social Care Limited
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Private,3.0,Happy Group (uk) Limited
South Yorkshire,doncaster,"North East, Yorkshire and the Humber",children's home,Private,3.0,In Safe Hands Care Ltd
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Private,1.0,Advanced Adolescent Care Solutions Ltd
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Private,1.0,Advanced Adolescent Care Solutions Ltd
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Private,3.0,Esland North Limited
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Private,4.0,Flourish Children's Services Limited
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Private,3.0,Happy Group (uk) Limited
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pathway Care Solutions Group Limited
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pathway Care Solutions Ltd
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Private,6.0,Priory Education Services Limited
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Private,5.0,Rainbows Corner Ltd
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Local Authority,2.0,Rotherham Metropolitan Borough Council
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,Rotherham Metropolitan Borough Council
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Local Authority,9.0,Rotherham Metropolitan Borough Council
South Yorkshire,rotherham,"North East, Yorkshire and the Humber",children's home,Private,1.0,Safe Haven Adolescent Care Group Ltd
South Yorkshire,sheffield,"North East, Yorkshire and the Humber",children's home,Private,3.0,Keys Care Ltd
South Yorkshire,sheffield,"North East, Yorkshire and the Humber",children's home,Private,3.0,Pathway Care Solutions Ltd
South Yorkshire,sheffield,"North East, Yorkshire and the Humber",children's home,Private,4.0,Pathway Care Solutions Ltd
South Yorkshire,sheffield,"North East, Yorkshire and the Humber",children's home,Private,8.0,Progressive Care Limited
South Yorkshire,sheffield,"North East, Yorkshire and the Humber",children's home,Private,4.0,Quality Protects Children Ltd
South Yorkshire,sheffield,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,Sheffield City Council
South Yorkshire,sheffield,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,Sheffield City Council
South Yorkshire,sheffield,"North East, Yorkshire and the Humber",children's home,Local Authority,5.0,Sheffield City Council
South Yorkshire,sheffield,"North East, Yorkshire and the Humber",children's home,Local Authority,5.0,Sheffield City Council
South Yorkshire,sheffield,"North East, Yorkshire and the Humber",children's home,Local Authority,8.0,Sheffield City Council
South Yorkshire,sheffield,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,Sheffield City Council
South Yorkshire,sheffield,"North East, Yorkshire and the Humber",children's home,Local Authority,5.0,Sheffield City Council
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Private,6.0,Cambian Childcare Ltd
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Private,8.0,Cambian Childcare Ltd
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Local Authority,15.0,City of Bradford Metropolitan District Council
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Local Authority,10.0,City of Bradford Metropolitan District Council
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,City of Bradford Metropolitan District Council
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,City of Bradford Metropolitan District Council
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,City of Bradford Metropolitan District Council
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,City of Bradford Metropolitan District Council
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Local Authority,7.0,City of Bradford Metropolitan District Council
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,City of Bradford Metropolitan District Council
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,City of Bradford Metropolitan District Council
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Local Authority,4.0,City of Bradford Metropolitan District Council
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Local Authority,6.0,City of Bradford Metropolitan District Council
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Private,4.0,Haven Care Group Ltd
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Private,6.0,Hexagon Care Services Limited
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Private,8.0,Hexagon Care Services Limited
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Private,4.0,Horizon Care and Education Group Limited
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Private,4.0,Horizon Care and Education Group Limited
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Private,2.0,Midas Manors Ltd
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Private,7.0,Witherslack Group Ltd
West Yorkshire,bradford,"North East, Yorkshire and the Humber",children's home,Private,7.0,Witherslack Group Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Local Authority,3.0,Calderdale Metropolitan Borough Council
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Local Authority,5.0,Calderdale Metropolitan Borough Council
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Local Authority,7.0,Calderdale Metropolitan Borough Council
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Local Authority,5.0,Calderdale Metropolitan Borough Council
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,6.0,Care 4 Children Residential Services Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,4.0,Care 4 Children Residential Services Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,5.0,Compass Children's Homes Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,6.0,Compass Children's Homes Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,4.0,G B A Care Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,3.0,G B A Care Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,2.0,Gravitas Care Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,1.0,Hexagon Care Services Limited
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,1.0,Hexagon Care Services Limited
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,4.0,Keys BR Limited
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,2.0,Laska Care And Education Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,2.0,Laska Care And Education Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,3.0,Restorative social care services ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,2.0,Restorative social care services ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,2.0,Restorative social care services ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,1.0,Restorative social care services ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,2.0,Restorative social care services ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,3.0,Restorative social care services ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,2.0,Restorative social care services ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,2.0,Sandcastle Care Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,2.0,Timeout Childrens Homes Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,1.0,Timeout Childrens Homes Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,2.0,Timeout Childrens Homes Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,2.0,Timeout Childrens Homes Ltd
West Yorkshire,calderdale,"North East, Yorkshire and the Humber",children's home,Private,2.0,Timeout Childrens Homes Ltd
